epoch,train_jaccard_loss,train_iou,val_jaccard_loss,val_iou
90,0.07640753473554339,0.934004206742559,0.07824627161026002,0.9294610619544984
91,0.07642430067062378,0.9347744286060332,0.10021041631698609,0.9062527716159821
92,0.07242409672055924,0.9367091932467051,0.09055082201957702,0.9167129218578338
93,0.07544940071446554,0.9352059151445116,0.14778707623481752,0.8579535126686095
94,0.08337380417755672,0.9263191606317249,0.09705227613449097,0.9073126554489137
95,0.07039650636059896,0.9392024619238717,0.07423975467681884,0.9333265483379364
96,0.07030464921678814,0.9394614909376418,0.08427961468696596,0.9233029901981354
97,0.06502081240926469,0.9467721219573703,0.07756061553955078,0.9345282852649689
98,0.06310077224458967,0.9470319875649046,0.07540211081504823,0.9324665427207947
99,0.06138743460178376,0.9490471822874887,0.07433016896247863,0.9309165239334106
100,0.06257619389465877,0.9476150295564105,0.08096945881843567,0.9268938779830933
101,0.062129469854491096,0.9484565449612482,0.06301493048667908,0.9454321563243866
102,0.06140496688229697,0.9490017933504921,0.06552746891975403,0.9400269985198973
103,0.059564113616943366,0.9502106181212834,0.062137389183044435,0.9478133261203766
104,0.058752604893275676,0.9511943267924445,0.07088423371315003,0.9418031990528106
105,0.05973691599709646,0.9506514476878302,0.06516195535659791,0.9456543087959289
106,0.05770238382475717,0.9516620678561074,0.06470010876655578,0.9415098309516907
107,0.05835220643452236,0.9505560121365956,0.060480052232742304,0.9437772512435914
108,0.05660153499671391,0.9508909944977079,0.06560373306274414,0.9440342009067535
109,0.05709752014705111,0.9510708217109953,0.0634848952293396,0.9413374841213227
110,0.05512984309877669,0.9498101110969271,0.06365402936935424,0.9462511777877808
111,0.05486700790269035,0.9480160687650953,0.06656667590141296,0.9408579409122467
112,0.054490002138274055,0.9449703459228789,0.05859737992286682,0.938616132736206
113,0.05249921126025063,0.9449873928512845,0.061079233884811394,0.9378585398197175
114,0.05229321547916958,0.9431278194699967,0.0568178415298462,0.9376600086688995
115,0.05013892906052726,0.9427088115896498,0.054734390974044804,0.9397701859474182
116,0.04851451303277697,0.9432729035615921,0.050929033756256105,0.9417382717132569
117,0.04667323827743531,0.9467917957476207,0.05019866228103638,0.9607817828655243
118,0.04162395639078958,0.9713399857282639,0.049847400188446044,0.9559212505817414
119,0.03737427294254303,0.9706522758517947,0.04034362435340881,0.9626282691955566
120,0.03512904260839735,0.9706493381943021,0.04363793134689331,0.9587804257869721
121,0.0327952802181244,0.9717269369534084,0.04900826215744018,0.9530381083488465
122,0.031938714640481126,0.9721333405801229,0.03886978030204773,0.9628790557384491
123,0.03354360376085554,0.9699166204248155,0.054973083734512346,0.9467260420322418
124,0.030706414154597687,0.9726747465985163,0.0358095109462738,0.9658654093742371
125,0.029776494417871745,0.9734253500189101,0.043970209360122685,0.9573655784130097
126,0.02901853833879743,0.9741298173155103,0.04066653847694397,0.9607418060302734
127,0.030927758131708418,0.9717916697263718,0.050031769275665286,0.951230788230896
128,0.029650977679661347,0.9729443341493605,0.04206480383872986,0.9593778610229492
129,0.04054273026330131,0.9617509905781066,0.047416871786117545,0.9537937462329865
130,0.03152693169457572,0.9709265679121017,0.05599506497383118,0.9451175928115845
131,0.03133114108017513,0.9712499145950589,0.03744216561317444,0.9639352917671202
132,0.03107130314622606,0.971322653549058,0.03372538685798645,0.9675086915493011
133,0.0314959181206567,0.970740543944495,0.05869637131690979,0.9424449741840362
134,0.031435408762523105,0.9707362587962833,0.05369536876678467,0.9473775267601013
135,0.029150156038148068,0.9728621074131556,0.03424490690231324,0.9668755054473878
136,0.030117705464363098,0.9718394556215832,0.03958568572998047,0.9615151643753052
137,0.028211387140410292,0.9737413504293988,0.044256120920181274,0.9568036913871765
138,0.029989483101027354,0.9717783821480616,0.03960832953453064,0.9614084601402283
139,0.026453167200088498,0.9753639783178056,0.0404052197933197,0.9606593668460846
140,0.025705082075936452,0.9760431902749198,0.03624871373176575,0.964699774980545
141,0.02524040426526751,0.9764841305358067,0.035789817571640015,0.9650950610637664
142,0.02516697772911616,0.9764754431588311,0.036913341283798216,0.9640386700630188
143,0.02607945033482142,0.975555881857872,0.054446280002593994,0.9464741230010986
144,0.026028381926672794,0.9755404719284604,0.03769529461860657,0.963229525089264
145,0.024354758007185798,0.9772533114467348,0.03988311886787415,0.9609902381896972
146,0.025614153061594282,0.9759201684168406,0.04588791131973266,0.9549983263015748
147,0.02614071113722665,0.9753524341753551,0.053828465938568125,0.9469199895858764
148,0.02980296739510127,0.971513386283602,0.03406004905700684,0.9667847335338593
149,0.028354659676551815,0.9730629771947861,0.04953263998031616,0.9513191878795624
150,0.02542646655014583,0.9759786341871534,0.04667304158210754,0.9541771471500397
151,0.024780439479010447,0.9765958402838024,0.05705715417861938,0.9437246084213257
152,0.025301624621663774,0.9760367189134869,0.03629357814788819,0.9644238114356994
153,0.02333715770925794,0.9779529635395323,0.03422538638114929,0.9665494740009307
154,0.024442404508590698,0.9768001415899822,0.049353939294815075,0.9512874186038971
155,0.02519245232854571,0.9760336918490273,0.06055197119712829,0.9400730550289154
156,0.024970495275088714,0.9762628248759678,0.048055225610733034,0.9526053130626678
157,0.026131853461265567,0.9750229609864098,0.04493414163589478,0.9557524859905243
158,0.02375126736504691,0.9773886757237571,0.03998271822929383,0.9606573998928071
159,0.022606862442834035,0.9785118805510657,0.04752631187438964,0.9531275510787963
160,0.023375600576400757,0.977724477648735,0.0407759428024292,0.9598801016807557
161,0.023002113614763536,0.9780925576175963,0.04245425462722778,0.9582022905349731
162,0.02285480712141309,0.9782444345099583,0.04642605781555176,0.9541275084018708
163,0.02363620698451996,0.9774288088083267,0.0414638102054596,0.959138709306717
164,0.022183399115289958,0.9788596034049989,0.044242691993713376,0.9563156485557557
165,0.02229487683091845,0.9787295630999975,0.0337445318698883,0.966813737154007
166,0.022085368633270264,0.9789091093199592,0.038289785385131836,0.9623032808303833
167,0.022634625434875492,0.9783073472125191,0.04638907313346862,0.9541695356369019
168,0.021929664271218438,0.9790128341742924,0.03544930219650269,0.9650778830051423
169,0.022960388234683445,0.9779831447771618,0.03448242545127869,0.9660330295562745
170,0.022747695446014404,0.9781762361526489,0.04385564923286438,0.9566819489002227
171,0.02305272647312709,0.9778330645390919,0.04417608976364136,0.9563645482063293
172,0.022959047130176005,0.9779049009084702,0.040643399953842155,0.9598404288291931
173,0.021831007940428603,0.9790281291518891,0.04381475448608398,0.9566708147525788
174,0.021164076668875566,0.9796803359474454,0.04115632772445679,0.9593113422393799
175,0.022156545094081336,0.9786840804985592,0.044957792758941656,0.9555551588535308
176,0.02284606439726693,0.9779870446239199,0.03826014399528503,0.962251764535904
177,0.021295611347470964,0.9795392645256861,0.039010131359100336,0.9614441633224486
178,0.02194551059177944,0.9788465563740048,0.040279239416122437,0.9601655960083008
179,0.02128633218152182,0.9795108267239162,0.0335062325000763,0.9669404447078706
180,0.020780114190919057,0.9800086936780386,0.035006821155548096,0.9654431164264679
181,0.022000891821725026,0.9787947237491607,0.043570852279663085,0.9568915545940399
182,0.021675501550946916,0.9790993290288109,0.03759933114051819,0.9628962457180023
183,0.021249349628176005,0.9794900864362718,0.034385687112808226,0.9660751461982726
184,0.021690232413155694,0.9790255235774177,0.03669430017471314,0.9637600660324096
185,0.021191982286317006,0.9795640941177096,0.04287013411521911,0.9576159119606019
186,0.02116891954626356,0.9795686730316708,0.03826202750205994,0.9621808588504791
187,0.021011103476796834,0.979689189365932,0.03799407482147217,0.9624235868453979
188,0.020947601114000597,0.979752689599991,0.04049696326255798,0.9599248766899109
189,0.021268493362835473,0.9794169259922847,0.041998714208602905,0.9584550440311431
190,0.022640839219093323,0.978048054235322,0.03906999230384827,0.9613405346870422
191,0.02122271060943604,0.979463015283857,0.0395165503025055,0.9608849823474884
192,0.021392307111195157,0.9792718142271042,0.032688266038894645,0.9676814556121826
193,0.021180691463606696,0.9794755982501165,0.03332353830337524,0.9670346558094025
194,0.020453321082251414,0.9801692834922245,0.038372230529785153,0.9619807541370393
195,0.020072013139724728,0.9805572756699152,0.040543091297149655,0.9598012030124664
196,0.020335384777614048,0.9802659175225665,0.03351746797561646,0.9668294429779054
197,0.02088888202394758,0.9797411688736506,0.03296436667442322,0.9673893570899964
198,0.020270249673298425,0.9803313038178852,0.03832136988639832,0.9620607137680054
199,0.020596123167446682,0.9799919426441193,0.03390286564826966,0.96645747423172
200,0.019748208778245107,0.9808758284364428,0.031469911336898804,0.968889045715332
